366
1.677925E+03 5.097191E+21 1.000000E+00 1.014215E+27
1.837978E+03 5.098467E+21 7.253643E+14 1.110632E+27
2.013450E+03 5.099966E+21 1.502917E+15 1.216338E+27
2.205807E+03 5.101798E+21 2.370634E+15 1.332215E+27
2.416764E+03 5.103907E+21 3.282861E+15 1.459298E+27
2.648095E+03 5.106405E+21 4.269008E+15 1.598653E+27
2.901758E+03 5.109347E+21 5.329180E+15 1.751461E+27
3.179893E+03 5.112843E+21 6.479393E+15 1.919012E+27
3.484827E+03 5.117006E+21 7.729102E+15 2.102705E+27
3.819189E+03 5.121891E+21 9.067282E+15 2.304126E+27
4.185794E+03 5.127664E+21 1.051047E+16 2.524970E+27
4.587825E+03 5.134491E+21 1.206798E+16 2.767154E+27
5.028645E+03 5.142539E+21 1.374333E+16 3.032705E+27
5.511925E+03 5.151975E+21 1.553549E+16 3.323833E+27
6.041950E+03 5.163132E+21 1.746880E+16 3.643119E+27
6.623185E+03 5.176176E+21 1.953097E+16 3.993253E+27
7.260092E+03 5.191440E+21 2.173256E+16 4.376923E+27
7.958800E+03 5.209258E+21 2.407703E+16 4.797821E+27
8.724803E+03 5.229962E+21 2.656225E+16 5.259256E+27
9.564838E+03 5.253940E+21 2.918794E+16 5.765285E+27
1.048625E+04 5.281693E+21 3.196008E+16 6.320334E+27
1.149576E+04 5.313609E+21 3.486810E+16 6.928449E+27
1.260316E+04 5.350133E+21 3.790364E+16 7.595533E+27
1.381764E+04 5.391929E+21 4.107223E+16 8.327114E+27
1.514897E+04 5.439387E+21 4.435388E+16 9.129083E+27
1.660879E+04 5.493228E+21 4.774975E+16 1.000845E+28
1.820932E+04 5.553951E+21 5.124311E+16 1.097257E+28
1.996466E+04 5.622224E+21 5.482547E+16 1.202994E+28
2.188884E+04 5.699378E+21 5.851791E+16 1.318901E+28
2.399903E+04 5.784857E+21 6.224914E+16 1.446013E+28
2.631296E+04 5.880883E+21 6.607209E+16 1.585396E+28
2.884959E+04 5.987455E+21 6.994177E+16 1.738193E+28
3.163156E+04 6.105683E+21 7.385714E+16 1.905769E+28
3.468213E+04 6.236678E+21 7.781367E+16 2.089522E+28
3.802638E+04 6.382104E+21 8.181968E+16 2.290965E+28
4.169366E+04 6.542517E+21 8.584980E+16 2.511865E+28
4.571458E+04 6.720137E+21 8.991961E+16 2.754065E+28
5.012340E+04 6.915519E+21 9.400253E+16 3.019630E+28
5.495744E+04 7.131438E+21 9.811762E+16 3.310806E+28
6.025831E+04 7.369004E+21 1.022469E+17 3.630099E+28
6.607127E+04 7.630439E+21 1.063912E+17 3.980237E+28
7.244034E+04 7.918516E+21 1.105560E+17 4.363870E+28
7.943360E+04 8.235456E+21 1.147348E+17 4.785098E+28
8.709363E+04 8.584590E+21 1.189330E+17 5.246486E+28
9.549398E+04 8.968138E+21 1.231391E+17 5.752462E+28
1.047019E+05 9.389985E+21 1.273582E+17 6.307081E+28
1.148032E+05 9.854017E+21 1.315909E+17 6.915503E+28
1.258772E+05 1.036467E+22 1.358389E+17 7.582515E+28
1.380220E+05 1.092640E+22 1.401005E+17 8.314015E+28
1.513353E+05 1.154418E+22 1.443749E+17 9.115896E+28
1.659397E+05 1.222413E+22 1.486653E+17 9.995533E+28
1.819450E+05 1.297291E+22 1.529742E+17 1.095955E+29
1.994984E+05 1.379718E+22 1.573001E+17 1.201680E+29
2.187402E+05 1.470471E+22 1.616439E+17 1.317574E+29
2.398483E+05 1.570493E+22 1.660099E+17 1.444708E+29
2.629814E+05 1.680728E+22 1.703983E+17 1.584038E+29
2.883539E+05 1.802287E+22 1.748117E+17 1.736854E+29
3.161736E+05 1.936445E+22 1.792538E+17 1.904410E+29
3.466731E+05 2.084480E+22 1.837241E+17 2.088105E+29
3.801217E+05 2.248001E+22 1.882274E+17 2.289561E+29
4.167946E+05 2.428730E+22 1.927666E+17 2.510435E+29
4.570038E+05 2.628608E+22 1.973450E+17 2.752607E+29
5.010920E+05 2.849800E+22 2.019658E+17 3.018139E+29
5.494385E+05 3.094804E+22 2.066335E+17 3.309317E+29
6.024410E+05 3.366341E+22 2.113516E+17 3.628535E+29
6.605892E+05 3.667517E+22 2.161240E+17 3.978742E+29
7.242799E+05 4.001942E+22 2.209570E+17 4.362327E+29
7.941507E+05 4.373501E+22 2.258543E+17 4.783131E+29
8.708128E+05 4.786856E+22 2.308229E+17 5.244834E+29
9.548163E+05 5.247002E+22 2.358671E+17 5.750748E+29
1.046896E+06 5.759879E+22 2.409948E+17 6.305296E+29
